;;;;;;;;;;;;;;;;;;
;18:00 - 18:59;;0;00:00:00;0,00;185;05:17:36;0,00;0;00:00:00;0,00;185;;05:17:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;19:00 - 19:59;;0;00:00:00;0,00;99;01:52:00;0,00;0;00:00:00;0,00;99;;01:52:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;20:00 - 20:59;;0;00:00:00;0,00;32;00:25:06;0,00;0;00:00:00;0,00;32;;00:25:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;21:00 - 21:59;;0;00:00:00;0,00;4;00:04:06;0,00;0;00:00:00;0,00;4;;00:04:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;22:00 - 22:59;;0;00:00:00;0,00;4;00:06:42;0,00;0;00:00:00;0,00;4;;00:06:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;23:00 - 23:59;;0;00:00:00;0,00;1;05:39:00;0,00;0;00:00:00;0,00;1;;05:39:00;0,00;;;
;;;;;;;;;;;;;;;;;;
04/01/2021  Seg;;;0 ;00:00:00;0,00;9819 ;335:37:36;0,00;0 ;00:00:00;0,00;9819;;335:37:36;0,00;;;
M‚dia/hora:;;;0 ;00:00:00;0,00;409 ;13:59:04;0,00;0 ;00:00:00;0,00;409 ;;13:59:04;0,00;;;
;;;;;;;;;;;;;;;;;;
1/4/2021;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Saintes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Entrantes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Internas;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Liga‡äes saintes;;;Liga‡äes entrantes;;;Liga‡äes internas;;;Totais;;;;;;
Data;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;;Dura‡Æo;Custo;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
05/01/2021  Ter;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;00:00 - 00:59;;0;00:00:00;0,00;3;00:02:12;0,00;0;00:00:00;0,00;3;;00:02:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;01:00 - 01:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;02:00 - 02:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;03:00 - 03:59;;0;00:00:00;0,00;1;00:00:30;0,00;0;00:00:00;0,00;1;;00:00:30;0,00;;;
;;;;;;;;;;;;;;;;;;
;04:00 - 04:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;05:00 - 05:59;;0;00:00:00;0,00;3;00:01:36;0,00;0;00:00:00;0,00;3;;00:01:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;06:00 - 06:59;;0;00:00:00;0,00;6;00:05:48;0,00;0;00:00:00;0,00;6;;00:05:48;0,00;;;
;;;;;;;;;;;;;;;;;;
;07:00 - 07:59;;0;00:00:00;0,00;22;00:13:42;0,00;0;00:00:00;0,00;22;;00:13:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;08:00 - 08:59;;0;00:00:00;0,00;266;05:44:30;0,00;0;00:00:00;0,00;266;;05:44:30;0,00;;;
;;;;;;;;;;;;;;;;;;
;09:00 - 09:59;;0;00:00:00;0,00;633;16:45:36;0,00;0;00:00:00;0,00;633;;16:45:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;10:00 - 10:59;;0;00:00:00;0,00;912;30:37:36;0,00;0;00:00:00;0,00;912;;30:37:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;11:00 - 11:59;;0;00:00:00;0,00;855;28:02:54;0,00;0;00:00:00;0,00;855;;28:02:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;12:00 - 12:59;;0;00:00:00;0,00;608;23:11:54;0,00;0;00:00:00;0,00;608;;23:11:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;13:00 - 13:59;;0;00:00:00;0,00;671;25:05:00;0,00;0;00:00:00;0,00;671;;25:05:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;14:00 - 14:59;;0;00:00:00;0,00;774;28:44:06;0,00;0;00:00:00;0,00;774;;28:44:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;15:00 - 15:59;;0;00:00:00;0,00;747;26:30:54;0,00;0;00:00:00;0,00;747;;26:30:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;16:00 - 16:59;;0;00:00:00;0,00;613;19:08:36;0,00;0;00:00:00;0,00;613;;19:08:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;17:00 - 17:59;;0;00:00:00;0,00;377;12:14:30;0,00;0;00:00:00;0,00;377;;12:14:30;0,00;;;
;;;;;;;;;;;;;;;;;;
;18:00 - 18:59;;0;00:00:00;0,00;196;05:40:06;0,00;0;00:00:00;0,00;196;;05:40:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;19:00 - 19:59;;0;00:00:00;0,00;128;02:13:54;0,00;0;00:00:00;0,00;128;;02:13:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;20:00 - 20:59;;0;00:00:00;0,00;44;00:30:30;0,00;0;00:00:00;0,00;44;;00:30:30;0,00;;;
;;;;;;;;;;;;;;;;;;
;21:00 - 21:59;;0;00:00:00;0,00;9;00:09:24;0,00;0;00:00:00;0,00;9;;00:09:24;0,00;;;
;;;;;;;;;;;;;;;;;;
;22:00 - 22:59;;0;00:00:00;0,00;2;00:01:12;0,00;0;00:00:00;0,00;2;;00:01:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;23:00 - 23:59;;0;00:00:00;0,00;6;00:09:06;0,00;0;00:00:00;0,00;6;;00:09:06;0,00;;;
;;;;;;;;;;;;;;;;;;
05/01/2021  Ter;;;0 ;00:00:00;0,00;6876 ;225:13:36;0,00;0 ;00:00:00;0,00;6876;;225:13:36;0,00;;;
M‚dia/hora:;;;0 ;00:00:00;0,00;287 ;09:23:04;0,00;0 ;00:00:00;0,00;287 ;;09:23:04;0,00;;;
;;;;;;;;;;;;;;;;;;
1/5/2021;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Saintes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Entrantes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Internas;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Liga‡äes saintes;;;Liga‡äes entrantes;;;Liga‡äes internas;;;Totais;;;;;;
Data;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;;Dura‡Æo;Custo;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
06/01/2021  Qua;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;00:00 - 00:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;01:00 - 01:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;02:00 - 02:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;03:00 - 03:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;04:00 - 04:59;;0;00:00:00;0,00;1;00:00:24;0,00;0;00:00:00;0,00;1;;00:00:24;0,00;;;
;;;;;;;;;;;;;;;;;;
;05:00 - 05:59;;0;00:00:00;0,00;1;00:00:00;0,00;0;00:00:00;0,00;1;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;06:00 - 06:59;;0;00:00:00;0,00;2;00:01:18;0,00;0;00:00:00;0,00;2;;00:01:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;07:00 - 07:59;;0;00:00:00;0,00;17;00:14:18;0,00;0;00:00:00;0,00;17;;00:14:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;08:00 - 08:59;;0;00:00:00;0,00;159;03:28:12;0,00;0;00:00:00;0,00;159;;03:28:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;09:00 - 09:59;;0;00:00:00;0,00;400;12:39:06;0,00;0;00:00:00;0,00;400;;12:39:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;10:00 - 10:59;;0;00:00:00;0,00;786;26:14:18;0,00;0;00:00:00;0,00;786;;26:14:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;11:00 - 11:59;;0;00:00:00;0,00;820;30:18:00;0,00;0;00:00:00;0,00;820;;30:18:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;12:00 - 12:59;;0;00:00:00;0,00;551;24:01:42;0,00;0;00:00:00;0,00;551;;24:01:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;13:00 - 13:59;;0;00:00:00;0,00;581;23:28:48;0,00;0;00:00:00;0,00;581;;23:28:48;0,00;;;
;;;;;;;;;;;;;;;;;;
;14:00 - 14:59;;0;00:00:00;0,00;735;24:49:24;0,00;0;00:00:00;0,00;735;;24:49:24;0,00;;;
;;;;;;;;;;;;;;;;;;
;15:00 - 15:59;;0;00:00:00;0,00;716;23:20:36;0,00;0;00:00:00;0,00;716;;23:20:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;16:00 - 16:59;;0;00:00:00;0,00;701;21:35:00;0,00;0;00:00:00;0,00;701;;21:35:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;17:00 - 17:59;;0;00:00:00;0,00;436;13:07:12;0,00;0;00:00:00;0,00;436;;13:07:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;18:00 - 18:59;;0;00:00:00;0,00;174;06:21:36;0,00;0;00:00:00;0,00;174;;06:21:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;19:00 - 19:59;;0;00:00:00;0,00;96;01:30:36;0,00;0;00:00:00;0,00;96;;01:30:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;20:00 - 20:59;;0;00:00:00;0,00;62;00:55:00;0,00;0;00:00:00;0,00;62;;00:55:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;21:00 - 21:59;;0;00:00:00;0,00;12;00:16:18;0,00;0;00:00:00;0,00;12;;00:16:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;22:00 - 22:59;;0;00:00:00;0,00;3;00:01:36;0,00;0;00:00:00;0,00;3;;00:01:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;23:00 - 23:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
06/01/2021  Qua;;;0 ;00:00:00;0,00;6253 ;212:23:24;0,00;0 ;00:00:00;0,00;6253;;212:23:24;0,00;;;
M‚dia/hora:;;;0 ;00:00:00;0,00;261 ;08:50:59;0,00;0 ;00:00:00;0,00;261 ;;08:50:59;0,00;;;
;;;;;;;;;;;;;;;;;;
1/6/2021;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Saintes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Entrantes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Internas;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Liga‡äes saintes;;;Liga‡äes entrantes;;;Liga‡äes internas;;;Totais;;;;;;
Data;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;;Dura‡Æo;Custo;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
07/01/2021  Qui;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;00:00 - 00:59;;0;00:00:00;0,00;1;00:00:06;0,00;0;00:00:00;0,00;1;;00:00:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;01:00 - 01:59;;0;00:00:00;0,00;1;00:01:12;0,00;0;00:00:00;0,00;1;;00:01:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;02:00 - 02:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;03:00 - 03:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;04:00 - 04:59;;0;00:00:00;0,00;1;00:01:12;0,00;0;00:00:00;0,00;1;;00:01:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;05:00 - 05:59;;0;00:00:00;0,00;1;00:00:42;0,00;0;00:00:00;0,00;1;;00:00:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;06:00 - 06:59;;0;00:00:00;0,00;8;00:02:54;0,00;0;00:00:00;0,00;8;;00:02:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;07:00 - 07:59;;0;00:00:00;0,00;27;00:39:06;0,00;0;00:00:00;0,00;27;;00:39:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;08:00 - 08:59;;0;00:00:00;0,00;221;05:16:48;0,00;0;00:00:00;0,00;221;;05:16:48;0,00;;;
;;;;;;;;;;;;;;;;;;
;09:00 - 09:59;;0;00:00:00;0,00;531;14:52:18;0,00;0;00:00:00;0,00;531;;14:52:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;10:00 - 10:59;;0;00:00:00;0,00;743;25:54:48;0,00;0;00:00:00;0,00;743;;25:54:48;0,00;;;
;;;;;;;;;;;;;;;;;;
;11:00 - 11:59;;0;00:00:00;0,00;760;30:41:42;0,00;0;00:00:00;0,00;760;;30:41:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;12:00 - 12:59;;0;00:00:00;0,00;440;20:21:54;0,00;0;00:00:00;0,00;440;;20:21:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;13:00 - 13:59;;0;00:00:00;0,00;706;26:12:54;0,00;0;00:00:00;0,00;706;;26:12:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;14:00 - 14:59;;0;00:00:00;0,00;820;26:08:06;0,00;0;00:00:00;0,00;820;;26:08:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;15:00 - 15:59;;0;00:00:00;0,00;724;27:28:42;0,00;0;00:00:00;0,00;724;;27:28:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;16:00 - 16:59;;0;00:00:00;0,00;622;22:22:48;0,00;0;00:00:00;0,00;622;;22:22:48;0,00;;;
;;;;;;;;;;;;;;;;;;
;17:00 - 17:59;;0;00:00:00;0,00;390;12:24:00;0,00;0;00:00:00;0,00;390;;12:24:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;18:00 - 18:59;;0;00:00:00;0,00;175;04:31:30;0,00;0;00:00:00;0,00;175;;04:31:30;0,00;;;
;;;;;;;;;;;;;;;;;;
;19:00 - 19:59;;0;00:00:00;0,00;102;02:03:18;0,00;0;00:00:00;0,00;102;;02:03:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;20:00 - 20:59;;0;00:00:00;0,00;39;00:54:42;0,00;0;00:00:00;0,00;39;;00:54:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;21:00 - 21:59;;0;00:00:00;0,00;3;00:14:30;0,00;0;00:00:00;0,00;3;;00:14:30;0,00;;;
;;;;;;;;;;;;;;;;;;
;22:00 - 22:59;;0;00:00:00;0,00;3;00:01:12;0,00;0;00:00:00;0,00;3;;00:01:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;23:00 - 23:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
07/01/2021  Qui;;;0 ;00:00:00;0,00;6318 ;220:14:24;0,00;0 ;00:00:00;0,00;6318;;220:14:24;0,00;;;
M‚dia/hora:;;;0 ;00:00:00;0,00;263 ;09:10:36;0,00;0 ;00:00:00;0,00;263 ;;09:10:36;0,00;;;
;;;;;;;;;;;;;;;;;;
1/7/2021;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Saintes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Entrantes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Internas;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Liga‡äes saintes;;;Liga‡äes entrantes;;;Liga‡äes internas;;;Totais;;;;;;
Data;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;;Dura‡Æo;Custo;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
08/01/2021  Sex;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;00:00 - 00:59;;0;00:00:00;0,00;1;00:00:06;0,00;0;00:00:00;0,00;1;;00:00:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;01:00 - 01:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;02:00 - 02:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;03:00 - 03:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;04:00 - 04:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;05:00 - 05:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;06:00 - 06:59;;0;00:00:00;0,00;3;00:00:18;0,00;0;00:00:00;0,00;3;;00:00:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;07:00 - 07:59;;0;00:00:00;0,00;20;00:37:54;0,00;0;00:00:00;0,00;20;;00:37:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;08:00 - 08:59;;0;00:00:00;0,00;199;05:00:36;0,00;0;00:00:00;0,00;199;;05:00:36;0,00;;;
;;;;;;;;;;;;;;;;;;
;09:00 - 09:59;;0;00:00:00;0,00;553;15:44:06;0,00;0;00:00:00;0,00;553;;15:44:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;10:00 - 10:59;;0;00:00:00;0,00;790;24:53:30;0,00;0;00:00:00;0,00;790;;24:53:30;0,00;;;
;;;;;;;;;;;;;;;;;;
;11:00 - 11:59;;0;00:00:00;0,00;779;24:22:18;0,00;0;00:00:00;0,00;779;;24:22:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;12:00 - 12:59;;0;00:00:00;0,00;519;21:36:12;0,00;0;00:00:00;0,00;519;;21:36:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;13:00 - 13:59;;0;00:00:00;0,00;567;18:00:48;0,00;0;00:00:00;0,00;567;;18:00:48;0,00;;;
;;;;;;;;;;;;;;;;;;
;14:00 - 14:59;;0;00:00:00;0,00;671;24:41:12;0,00;0;00:00:00;0,00;671;;24:41:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;15:00 - 15:59;;0;00:00:00;0,00;635;26:06:42;0,00;0;00:00:00;0,00;635;;26:06:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;16:00 - 16:59;;0;00:00:00;0,00;552;21:02:42;0,00;0;00:00:00;0,00;552;;21:02:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;17:00 - 17:59;;0;00:00:00;0,00;331;10:15:18;0,00;0;00:00:00;0,00;331;;10:15:18;0,00;;;
;;;;;;;;;;;;;;;;;;
;18:00 - 18:59;;0;00:00:00;0,00;143;04:07:24;0,00;0;00:00:00;0,00;143;;04:07:24;0,00;;;
;;;;;;;;;;;;;;;;;;
;19:00 - 19:59;;0;00:00:00;0,00;115;03:31:06;0,00;0;00:00:00;0,00;115;;03:31:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;20:00 - 20:59;;0;00:00:00;0,00;42;03:50:24;0,00;0;00:00:00;0,00;42;;03:50:24;0,00;;;
;;;;;;;;;;;;;;;;;;
;21:00 - 21:59;;0;00:00:00;0,00;1;00:00:00;0,00;0;00:00:00;0,00;1;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;22:00 - 22:59;;0;00:00:00;0,00;2;00:00:54;0,00;0;00:00:00;0,00;2;;00:00:54;0,00;;;
;;;;;;;;;;;;;;;;;;
;23:00 - 23:59;;0;00:00:00;0,00;2;00:01:42;0,00;0;00:00:00;0,00;2;;00:01:42;0,00;;;
;;;;;;;;;;;;;;;;;;
08/01/2021  Sex;;;0 ;00:00:00;0,00;5925 ;203:53:12;0,00;0 ;00:00:00;0,00;5925;;203:53:12;0,00;;;
M‚dia/hora:;;;0 ;00:00:00;0,00;247 ;08:29:43;0,00;0 ;00:00:00;0,00;247 ;;08:29:43;0,00;;;
;;;;;;;;;;;;;;;;;;
1/8/2021;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Saintes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Entrantes;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Internas;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Liga‡äes saintes;;;Liga‡äes entrantes;;;Liga‡äes internas;;;Totais;;;;;;
Data;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;Dura‡Æo;Custo;Quantidade;;Dura‡Æo;Custo;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
09/01/2021  S b;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;00:00 - 00:59;;0;00:00:00;0,00;1;00:00:00;0,00;0;00:00:00;0,00;1;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;01:00 - 01:59;;0;00:00:00;0,00;2;10:09:48;0,00;0;00:00:00;0,00;2;;10:09:48;0,00;;;
;;;;;;;;;;;;;;;;;;
;02:00 - 02:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;03:00 - 03:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;04:00 - 04:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;05:00 - 05:59;;0;00:00:00;0,00;1;00:00:00;0,00;0;00:00:00;0,00;1;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;06:00 - 06:59;;0;00:00:00;0,00;0;00:00:00;0,00;0;00:00:00;0,00;0;;00:00:00;0,00;;;
;;;;;;;;;;;;;;;;;;
;07:00 - 07:59;;0;00:00:00;0,00;9;00:06:12;0,00;0;00:00:00;0,00;9;;00:06:12;0,00;;;
;;;;;;;;;;;;;;;;;;
;08:00 - 08:59;;0;00:00:00;0,00;24;00:10:42;0,00;0;00:00:00;0,00;24;;00:10:42;0,00;;;
;;;;;;;;;;;;;;;;;;
;09:00 - 09:59;;0;00:00:00;0,00;67;00:52:06;0,00;0;00:00:00;0,00;67;;00:52:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;10:00 - 10:59;;0;00:00:00;0,00;101;01:13:06;0,00;0;00:00:00;0,00;101;;01:13:06;0,00;;;
;;;;;;;;;;;;;;;;;;
;11:00 - 11:59;;0;00:00:00;0,00;117;00:59:54;0,00;0;00:00:00;0,00;117;;00:59:54;0,00;;;
;;;;;;;;;;;;;;;;;;
